Source_X,Source_Y,Sub 1 Thickness,Destination_Latitude,Destination_Longitude
293908.7,178001.0,38.621,3.0273004,163.9593003
293857.2,177571.5,39.364,3.0200001,163.9584004
293794.1,177065.5,31.155,3.0113997,163.9572995
293742.6,176636.0,37.973,3.0040993,163.9563999
293691.1,176206.6,40.137,2.9968006,163.9555003
293633.9,175706.5,28.428,2.9883000,163.9544995
293582.4,175271.1,38.570,2.9808992,163.9535996
293530.9,174841.7,27.178,2.9736005,163.9527004
293467.8,174341.6,30.915,2.9651002,163.9516006
293416.2,173912.1,27.071,2.9577997,163.9506998
293364.7,173476.8,22.579,2.9504006,163.9498004
293307.5,172976.7,23.871,2.9418998,163.9488002
293255.9,172547.3,22.831,2.9346009,163.9478997
293192.8,172041.3,29.031,2.9260002,163.9468001
293141.2,171611.8,30.358,2.9186996,163.9458998
293089.6,171182.4,30.401,2.9114007,163.9449996
293032.4,170682.3,30.849,2.9028997,163.9440000
292980.8,170252.9,35.350,2.8956008,163.9431000
292929.2,169817.5,30.430,2.8881997,163.9421996
292866.0,169317.5,27.506,2.8797009,163.9410994
292814.4,168888.0,30.643,2.8724001,163.9401997
292762.8,168458.5,31.109,2.8650994,163.9393000
292705.6,167952.6,30.441,2.8564996,163.9383007
292653.9,167523.2,30.215,2.8492005,163.9373996
292602.3,167093.7,34.642,2.8418997,163.9365002
292539.1,166587.8,35.981,2.8333003,163.9354002
292487.4,166158.3,36.358,2.8259995,163.9344994
292424.2,165658.3,34.866,2.8175004,163.9334001
292372.5,165228.8,34.511,2.8101994,163.9324994
292320.9,164799.4,35.744,2.8029002,163.9316005
292263.6,164293.5,28.747,2.7943003,163.9306004
292211.9,163864.0,28.671,2.7869993,163.9297001
292160.2,163434.6,28.082,2.7797000,163.9287998
292097.0,162928.7,28.110,2.7711004,163.9277007
292045.3,162499.2,29.749,2.7637993,163.9268006
291993.6,162069.8,29.684,2.7564999,163.9259006
291936.2,161569.8,28.571,2.7480002,163.9248999
291884.5,161134.5,28.577,2.7406004,163.9239997
291832.8,160705.0,26.105,2.7332992,163.9231000
291769.5,160205.0,24.990,2.7247998,163.9220003
291717.8,159775.6,27.102,2.7175003,163.9211008
291660.4,159269.7,27.234,2.7089001,163.9201002
291608.7,158840.3,26.965,2.7016006,163.9192009
291556.9,158410.8,27.232,2.6942993,163.9183000
291493.6,157910.8,30.740,2.6857998,163.9172008
291441.8,157475.5,30.490,2.6783998,163.9162997
291390.1,157046.1,30.689,2.6711002,163.9154007
291332.6,156546.1,30.161,2.6626001,163.9143995
291280.8,156116.7,29.967,2.6553004,163.9134991
291229.1,155681.4,16.887,2.6479004,163.9126000
291165.7,155181.4,29.246,2.6394007,163.9114999
291113.9,154751.9,28.549,2.6320992,163.9105997
291062.1,154322.5,27.067,2.6247995,163.9096996
291004.7,153816.7,26.285,2.6162006,163.9087004
290952.9,153387.3,24.659,2.6089008,163.9078005
290889.4,152887.3,25.115,2.6004010,163.9066992
290837.7,152452.0,25.561,2.5930008,163.9058008
239562.7,179472.2,37.692,3.0562005,163.0441002
239501.5,179971.1,37.924,3.0646998,163.0431005
239446.4,180399.6,40.316,3.0719999,163.0421993
239391.4,180828.1,34.769,3.0793001,163.0412997
239324.2,181332.9,33.965,3.0879003,163.0401995
239269.2,181761.4,36.860,3.0952004,163.0393001
239214.2,182189.9,35.819,3.1025006,163.0384007
239152.9,182694.7,37.328,3.1111005,163.0374001
239097.8,183123.2,39.710,3.1184007,163.0364992
239042.8,183551.6,36.893,3.1256992,163.0356000
238975.6,184050.5,36.647,3.1341991,163.0344998
238920.5,184484.9,35.870,3.1415998,163.0335994
238865.5,184913.4,38.758,3.1489001,163.0327003
238804.2,185412.3,39.440,3.1573996,163.0316997
238749.2,185840.8,41.120,3.1646999,163.0308008
238694.1,186275.2,41.135,3.1721007,163.0299006
238626.9,186774.1,39.984,3.1806006,163.0288008
238571.8,187202.5,42.921,3.1878993,163.0279003
238510.5,187707.3,30.652,3.1964994,163.0269005
238455.4,188135.8,31.429,3.2037997,163.0260001
238400.3,188564.3,39.685,3.2111001,163.0250998
238333.1,189063.2,30.808,3.2196002,163.0240003
238278.0,189497.5,40.354,3.2269994,163.0231005
238222.9,189926.0,41.181,3.2342998,163.0222004
238161.6,190424.9,39.955,3.2427995,163.0212005
238106.5,190853.4,41.282,3.2501000,163.0203005
238051.3,191287.8,42.360,3.2575009,163.0193992
237984.1,191786.6,39.848,3.2659994,163.0183000
237929.0,192215.1,41.793,3.2732999,163.0174002
237873.9,192643.6,41.482,3.2806004,163.0165004
237806.6,193148.3,40.561,3.2891994,163.0154001
237751.5,193576.8,37.120,3.2965000,163.0145004
237690.1,194075.7,41.914,3.3049998,163.0134994
237635.0,194510.0,41.983,3.3123991,163.0126002
237579.9,194938.5,41.650,3.3196998,163.0117006
237512.6,195437.4,46.051,3.3282000,163.0106003
237457.5,195865.9,42.327,3.3355007,163.0097008
237402.3,196300.2,38.095,3.3429001,163.0088002
237340.9,196799.1,30.178,3.3514000,163.0077995
237285.8,197227.6,43.109,3.3587007,163.0069002
237230.6,197656.0,44.697,3.3659997,163.0059993
237163.3,198160.8,47.403,3.3746006,163.0048997
237108.2,198589.2,43.247,3.3818996,163.0040006
237053.0,199017.7,40.585,3.3892003,163.0030998
236991.6,199516.6,40.931,3.3977004,163.0020995
236936.4,199950.9,43.208,3.4050999,163.0011993
236869.1,200449.8,45.152,3.4136004,163.0000996
236814.0,200878.2,45.183,3.4208995,162.9992008
236758.8,201306.7,44.859,3.4282003,162.9983003
236697.4,201811.5,48.307,3.4368009,162.9973007
236642.2,202239.9,48.052,3.4441000,162.9964003
236587.0,202668.3,46.451,3.4513992,162.9955000
236519.6,203173.1,46.868,3.4600002,162.9943994
236464.5,203601.5,46.746,3.4672994,162.9935009
236409.3,204030.0,50.021,3.4746003,162.9926007
236347.8,204528.9,46.183,3.4831005,162.9915994
236292.6,204963.2,46.116,3.4905002,162.9906997
236237.4,205391.6,45.898,3.4977995,162.9897997
236170.0,205890.5,47.404,3.5063002,162.9886991
236114.8,206318.9,45.718,3.5135994,162.9877992
236053.4,206823.7,44.880,3.5222002,162.9868003
235998.2,207252.1,44.534,3.5294995,162.9859005
235943.0,207680.6,43.609,3.5368005,162.9850007
235875.5,208185.3,44.877,3.5454001,162.9838991
235820.3,208613.7,44.653,3.5526994,162.9829995
235765.1,209042.2,44.742,3.5600005,162.9820999
235697.7,209541.0,44.535,3.5684996,162.9809997
235642.5,209975.3,43.166,3.5758995,162.9801007
235587.2,210403.8,43.099,3.5832006,162.9791995
235525.8,210902.6,42.768,3.5916993,162.9782008
235470.5,211331.1,51.333,3.5990005,162.9772997
235415.3,211759.5,42.409,3.6062999,162.9764004
235347.8,212264.2,47.164,3.6148996,162.9752994
235292.6,212692.7,40.258,3.6222008,162.9744002
235231.1,213191.5,43.960,3.6306996,162.9734001
235175.8,213625.8,43.525,3.6380996,162.9724997
235120.6,214054.3,46.041,3.6454008,162.9716007
235053.1,214553.1,43.040,3.6539001,162.9704995
234997.9,214981.5,41.857,3.6611997,162.9696006
234942.6,215415.8,43.923,3.6685997,162.9687005
234881.1,215914.7,54.618,3.6771003,162.9677007
234825.8,216343.1,57.127,3.6843999,162.9668002
234770.5,216771.5,55.316,3.6916995,162.9658998
234703.0,217276.2,46.869,3.7002994,162.9647994
206576.9,432466.6,37.530,7.3684995,162.5118007
206520.5,432894.7,39.342,7.3757997,162.5109004
206464.0,433328.7,40.245,7.3832003,162.5099992
206401.2,433827.2,39.196,7.3917005,162.5089996
206344.8,434255.3,41.661,7.3990007,162.5080994
206276.1,434753.7,37.103,7.4075000,162.5069997
206219.7,435181.8,36.869,7.4148002,162.5060995
206163.3,435609.9,39.865,7.4221003,162.5051994
206100.5,436114.2,36.232,7.4306994,162.5042008
206038.2,436542.3,38.606,7.4380004,162.5032005
205981.8,436970.4,38.144,7.4453006,162.5023004
205918.9,437468.8,38.222,7.4537992,162.5012994
205862.5,437896.9,36.699,7.4610994,162.5003994
205806.1,438325.0,35.532,7.4683996,162.4994993
205737.4,438829.3,32.044,7.4769996,162.4984008
205681.0,439257.4,32.125,7.4842998,162.4975008
205618.1,439755.9,34.319,7.4928002,162.4965000
205561.7,440184.0,32.494,7.5001004,162.4956001
205499.4,440612.0,34.331,7.5073998,162.4946000
205436.5,441116.3,36.589,7.5159990,162.4936001
196070.8,511608.5,27.884,8.7182005,162.3444000
196014.2,512036.5,25.641,8.7255004,162.3435003
195957.6,512464.5,23.001,8.7328002,162.3426006
195894.5,512962.9,23.094,8.7413004,162.3416008
195837.8,513390.9,28.916,8.7486002,162.3406995
195781.2,513818.9,35.103,8.7559001,162.3397999
195712.2,514323.1,31.636,8.7645000,162.3387005
195655.5,514751.1,28.834,8.7717999,162.3377992
195586.6,515249.4,29.739,8.7802993,162.3367007
195529.9,515677.4,31.936,8.7875992,162.3357995
195473.3,516105.5,29.036,8.7949008,162.3349000
195404.3,516603.8,29.453,8.8034002,162.3337998
195347.7,517031.8,29.046,8.8107001,162.3329003
195291.0,517459.8,27.521,8.8180000,162.3319992
195227.9,517964.1,27.576,8.8266008,162.3310005
195171.2,518392.1,29.138,8.8339007,162.3300994
195114.6,518820.1,27.892,8.8412007,162.3292000
195045.6,519318.4,28.096,8.8497002,162.3281000
194989.0,519746.4,29.195,8.8570001,162.3272006
194920.0,520244.7,30.797,8.8654996,162.3261006
194863.3,520672.7,27.786,8.8727996,162.3251995
194806.7,521100.7,20.483,8.8800996,162.3243002
194743.5,521605.0,26.207,8.8887004,162.3233001
194681.0,522032.9,26.015,8.8959996,162.3223002
194624.3,522460.9,27.910,8.9032996,162.3213992
194561.2,522959.3,28.777,8.9117999,162.3203999
194504.6,523387.3,28.850,8.9190999,162.3195007
194435.5,523885.6,29.979,8.9275995,162.3183992
194378.9,524313.6,29.445,8.9348995,162.3175000
194322.3,524741.6,30.200,8.9421996,162.3166008
194253.2,525245.8,29.436,8.9507997,162.3155002
194196.5,525673.8,30.771,8.9580997,162.3145994
194139.9,526101.8,31.455,8.9653998,162.3137002
194076.7,526600.2,31.725,8.9739002,162.3126994
194020.1,527028.2,31.542,8.9812002,162.3118003
193963.4,527456.2,31.609,8.9885003,162.3108995
193894.4,527954.5,32.866,8.9969999,162.3097999
193837.8,528382.5,33.867,9.0043000,162.3089008
193768.7,528886.7,33.484,9.0129002,162.3078004
193712.0,529314.7,33.826,9.0202003,162.3068997
192806.0,536097.9,37.701,9.1358989,162.2925008
192742.8,536596.3,38.406,9.1443995,162.2915004
192686.1,537024.3,38.078,9.1516997,162.2906000
192617.1,537522.6,39.005,9.1601995,162.2895007
192560.4,537950.6,38.939,9.1674998,162.2886003
192503.7,538378.6,37.111,9.1748000,162.2877000
192434.7,538876.9,38.946,9.1832998,162.2866007
192378.0,539304.9,34.832,9.1906001,162.2857004
192321.3,539738.8,40.111,9.1980009,162.2848010
192258.1,540237.1,39.550,9.2064998,162.2838008
192195.5,540665.1,40.421,9.2138010,162.2827998
192132.3,541163.4,40.168,9.2222999,162.2817996
192075.6,541591.4,38.142,9.2296002,162.2808994
192019.0,542019.4,38.197,9.2369005,162.2800008
191949.9,542517.7,38.264,9.2454004,162.2789000
191893.2,542945.7,35.988,9.2527007,162.2779998
191836.5,543373.6,37.959,9.2599993,162.2770996
191767.4,543877.8,36.398,9.2685997,162.2759998
191710.7,544305.8,37.692,9.2759001,162.2750996
191647.5,544804.1,38.582,9.2843991,162.2740996
191590.8,545232.1,37.835,9.2916994,162.2731994
191528.3,545660.1,37.230,9.2990007,162.2722003
191465.1,546158.4,37.923,9.3074997,162.2712003
191408.4,546586.4,36.525,9.3148001,162.2703002
191351.7,547014.4,38.055,9.3221004,162.2694001
191282.6,547518.6,38.282,9.3307009,162.2683005
191225.9,547946.5,38.021,9.3379996,162.2674004
190684.3,552015.2,46.185,9.4074000,162.2588006
190615.2,552513.5,49.093,9.4159000,162.2577002
190558.5,552941.5,50.695,9.4232005,162.2568003
190489.4,553439.8,51.041,9.4317006,162.2556999
190432.7,553867.8,50.066,9.4390010,162.2548000
190376.0,554295.7,55.818,9.4462998,162.2539002
190312.7,554799.9,57.819,9.4548995,162.2528998
190250.1,555227.9,51.909,9.4622009,162.2518992
190193.4,555655.8,55.363,9.4694997,162.2509994
190130.2,556154.2,50.132,9.4780006,162.2499999
190073.5,556582.1,59.016,9.4852993,162.2491001
190004.4,557080.4,51.269,9.4937995,162.2479998
189947.7,557508.4,49.767,9.5011000,162.2471000
189891.0,557936.4,39.944,9.5084005,162.2462003
189821.9,558434.7,47.002,9.5169006,162.2451001
189765.1,558868.5,49.367,9.5243000,162.2441996
189708.4,559296.4,50.698,9.5315988,162.2432999
189645.2,559794.8,51.202,9.5400998,162.2423005
189582.6,560222.8,48.899,9.5474013,162.2413000
189525.9,560650.7,46.691,9.5547001,162.2404003
189462.6,561149.1,50.438,9.5632011,162.2393993
189405.9,561577.0,50.833,9.5704999,162.2384996
189336.8,562075.3,28.919,9.5790001,162.2373995
189280.1,562503.3,51.070,9.5863007,162.2364999
189223.3,562937.1,50.268,9.5937001,162.2355996
189154.2,563435.4,51.431,9.6022004,162.2344995
189097.5,563863.4,49.289,9.6095009,162.2335999
189040.8,564291.3,51.072,9.6167998,162.2327004
188977.5,564789.6,46.216,9.6252992,162.2316994
188915.0,565217.6,47.605,9.6326007,162.2307008
188851.7,565715.9,52.234,9.6411000,162.2296999
188795.0,566143.9,48.943,9.6484007,162.2288004
188738.3,566571.8,48.563,9.6556996,162.2279009
188669.1,567076.0,47.208,9.6643004,162.2268002
188612.4,567503.9,49.234,9.6715993,162.2259007
188555.6,567931.9,45.034,9.6789000,162.2249996
188486.5,568430.2,32.086,9.6874003,162.2238997
188429.8,568858.1,37.183,9.6946993,162.2230002
188366.5,569356.5,44.229,9.7032003,162.2219995
188303.9,569784.4,25.453,9.7105003,162.2209992
188247.2,570212.4,50.992,9.7178009,162.2200999
188184.0,570710.7,48.308,9.7263003,162.2191008
188127.2,571138.6,45.201,9.7335993,162.2181998
188070.4,571572.4,50.946,9.7409988,162.2172996
188001.3,572070.8,50.959,9.7495009,162.2161999
187944.6,572498.7,45.983,9.7567999,162.2153005
187887.8,572926.7,52.602,9.7641006,162.2143995
187818.7,573424.9,53.348,9.7725993,162.2132997
187762.0,573852.9,54.973,9.7799000,162.2124004
187692.9,574351.2,53.813,9.7884004,162.2113007
187636.1,574779.1,48.376,9.7956995,162.2103997
187579.4,575207.1,49.608,9.8030002,162.2095005
187516.0,575711.3,50.067,9.8116002,162.2084992
187453.5,576139.2,53.276,9.8189002,162.2075008
187396.7,576567.1,52.263,9.8261993,162.2065998
187333.4,577065.5,53.393,9.8347004,162.2055993
187276.7,577493.4,51.550,9.8419995,162.2047001
187207.6,577991.7,56.231,9.8505000,162.2036005
187150.8,578419.6,55.139,9.8577990,162.2026996
187094.1,578847.6,54.868,9.8650998,162.2018004
187025.0,579345.9,53.563,9.8736003,162.2007009
186968.2,579773.8,52.541,9.8808994,162.1998000
186911.5,580201.8,59.364,9.8882002,162.1989009
186842.3,580705.9,58.100,9.8967995,162.1978006
186785.5,581133.9,52.478,9.9041003,162.1968997
186722.2,581632.2,53.091,9.9125999,162.1958994
186665.5,582060.2,54.687,9.9199007,162.1950003
186608.7,582488.1,51.762,9.9271999,162.1940995
186539.6,582986.4,52.112,9.9357004,162.1930000
186482.8,583414.3,52.807,9.9429995,162.1920992
186426.1,583842.3,55.519,9.9503004,162.1912002
186356.9,584346.4,57.209,9.9588997,162.1901000
186300.1,584774.4,52.107,9.9662006,162.1891993
186243.4,585202.3,52.971,9.9734998,162.1883003
186174.3,585700.6,51.531,9.9820003,162.1872008
186117.5,586128.5,51.264,9.9892995,162.1863001
186054.2,586626.9,51.516,9.9978008,162.1852999
185991.6,587054.8,50.721,10.0051010,162.1843001
185934.8,587482.7,47.773,10.0124002,162.1833994
185871.5,587981.0,57.988,10.0208998,162.1823992
185814.8,588408.9,56.097,10.0281990,162.1815003
185758.0,588836.9,53.282,10.0354999,162.1805996
185688.8,589341.1,53.730,10.0441010,162.1794996
185632.1,589769.0,55.130,10.0514003,162.1786007
185562.9,590267.3,50.230,10.0599009,162.1774996
185506.2,590695.2,50.015,10.0672001,162.1766007
185449.4,591123.1,53.160,10.0744993,162.1757002
185380.3,591621.4,53.059,10.0830000,162.1746009
185323.5,592049.4,52.369,10.0903009,162.1737003
185266.7,592477.3,50.450,10.0976002,162.1727998
185203.4,592975.6,50.824,10.1060999,162.1717997
185146.6,593409.4,50.667,10.1134997,162.1709002
185077.5,593907.7,50.733,10.1220003,162.1698009
185020.7,594335.6,49.557,10.1292996,162.1689004
184963.9,594763.6,53.755,10.1366006,162.1679999
184894.8,595261.8,51.269,10.1450996,162.1669007
184838.0,595689.8,48.337,10.1524006,162.1660002
184781.2,596117.7,60.551,10.1596999,162.1650998
184712.1,596615.9,50.416,10.1681989,162.1640006
184655.3,597043.9,52.170,10.1754999,162.1631001
184591.9,597548.1,51.142,10.1841002,162.1620995
184529.3,597976.0,52.620,10.1914005,162.1610998
184472.5,598403.9,51.169,10.1986998,162.1601994
184409.2,598902.3,51.728,10.2072013,162.1591995
184352.5,599330.2,50.531,10.2145006,162.1583008
184289.8,599758.1,48.138,10.2218009,162.1572994
184226.5,600256.4,54.359,10.2303007,162.1562996
184169.8,600684.3,57.273,10.2376000,162.1554009
184113.0,601112.3,41.557,10.2449011,162.1545006
184043.8,601610.5,41.421,10.2534002,162.1533998
183987.0,602038.4,45.367,10.2606995,162.1524994
183917.9,602536.7,50.257,10.2692003,162.1514004
183861.1,602964.6,52.652,10.2764997,162.1505000
183804.3,603398.4,48.867,10.2838996,162.1496007
239369.4,612723.5,67.087,10.4318995,163.1022995
239311.6,612223.3,65.116,10.4233999,163.1011997
239264.6,611793.8,64.460,10.4161010,163.1003004
239217.5,611364.2,63.917,10.4088004,163.0993995
239165.5,610864.1,63.182,10.4003011,163.0983992
239112.6,610434.4,62.432,10.3930001,163.0973993
239065.6,610004.8,63.698,10.3856994,163.0965004
239013.6,609504.7,64.282,10.3772000,163.0955006
238966.5,609075.1,63.428,10.3698993,163.0946003
238908.6,608574.9,65.473,10.3613994,163.0934997
238861.5,608145.4,67.044,10.3541004,163.0925997
238814.4,607715.8,61.595,10.3467996,163.0916996
238762.4,607215.7,62.652,10.3383001,163.0907005
238715.3,606786.1,63.695,10.3309992,163.0898007
238657.3,606285.9,62.596,10.3224993,163.0886991
238610.2,605856.4,61.929,10.3152001,163.0877996
238563.1,605426.9,63.642,10.3079009,163.0869002
238511.0,604926.8,61.619,10.2994012,163.0858999
238463.9,604497.2,60.571,10.2921003,163.0850007
238416.7,604067.6,62.121,10.2847993,163.0840999
238358.8,603567.4,61.219,10.2762991,163.0830008
238311.6,603137.9,59.639,10.2689998,163.0821003
238259.5,602637.8,61.748,10.2605000,163.0811007
238212.3,602208.3,60.027,10.2532007,163.0802003
238165.1,601778.8,58.368,10.2459013,163.0793001
238107.1,601278.6,59.375,10.2374010,163.0782000
238059.9,600849.0,57.057,10.2300999,163.0773000
238012.7,600419.5,58.154,10.2228004,163.0764001
237960.5,599919.4,56.972,10.2143005,163.0753996
236150.9,583539.3,89.809,9.9359004,163.0410002
236092.6,583039.2,108.644,9.9274007,163.0399003
236045.1,582609.7,99.077,9.9201003,163.0389996
235992.7,582109.6,99.667,9.9115993,163.0380007
235945.2,581680.2,98.951,9.9043006,163.0371002
235897.7,581250.7,100.558,9.8970002,163.0361999
235839.4,580750.6,101.818,9.8885003,163.0351005
235791.9,580321.1,102.456,9.8811998,163.0342004
235744.4,579891.6,105.099,9.8738993,163.0333004
235691.9,579391.6,101.224,9.8653999,163.0323005
235644.4,578962.1,103.877,9.8580993,163.0314007
235586.0,578462.1,105.690,9.8496011,163.0303004
235538.5,578032.6,101.821,9.8423005,163.0294008
235490.9,577603.1,103.139,9.8349998,163.0284996
233966.7,563866.8,91.114,9.6014997,162.9997006
233918.9,563437.4,92.622,9.5942001,162.9987994
233871.2,563008.0,91.299,9.5869004,162.9979000
233818.4,562508.0,90.144,9.5784000,162.9968997
233770.7,562078.6,91.472,9.5711003,162.9960006
233712.0,561578.6,89.017,9.5626010,162.9948998
233664.3,561149.1,88.351,9.5552995,162.9940008
233616.5,560719.7,89.486,9.5479998,162.9931003
233563.7,560219.8,87.565,9.5395009,162.9921006
233515.9,559790.3,86.795,9.5321994,162.9912003
231679.7,543338.4,73.019,9.2525006,162.9566994
231631.7,542909.0,70.936,9.2452000,162.9557996
231583.7,542479.6,70.745,9.2378993,162.9549000
231530.6,541979.8,73.718,9.2294011,162.9539001
231482.6,541550.4,72.349,9.2221004,162.9530006
231423.6,541050.4,70.858,9.2135999,162.9519004
231375.5,540621.1,67.845,9.2063008,162.9509995
231327.5,540191.7,68.471,9.1990000,162.9501003
231274.3,539691.8,70.387,9.1905000,162.9490994
231226.3,539262.4,69.145,9.1831992,162.9482004
231178.2,538833.1,67.721,9.1759000,162.9472999
231119.2,538333.1,66.969,9.1673993,162.9462004
215778.9,403378.1,76.679,6.8718004,162.6641002
215729.1,402949.1,74.799,6.8645000,162.6632000
215668.0,402449.6,72.804,6.8560003,162.6620992
215618.3,402014.8,70.000,6.8486010,162.6612002
215568.5,401585.8,71.500,6.8413005,162.6603003
215513.3,401086.3,68.935,6.8327999,162.6592998
215463.5,400657.3,67.849,6.8254993,162.6584001
215413.7,400228.4,68.205,6.8182005,162.6575005
215358.5,399728.9,66.867,6.8096998,162.6565004
215308.6,399299.9,65.395,6.8023992,162.6555992
215258.8,398871.0,63.793,6.7951003,162.6546999
215197.7,398371.5,62.765,6.7866003,162.6536000
215147.8,397942.5,61.262,6.7792997,162.6526992
215092.6,397443.1,59.581,6.7708006,162.6516996
215042.8,397014.1,59.656,6.7634999,162.6508006
214992.9,396585.2,57.325,6.7562009,162.6499000
214931.8,396079.8,55.040,6.7476003,162.6487999
214887.8,395650.9,55.797,6.7403005,162.6479995
214838.0,395221.9,54.503,6.7329997,162.6471009
214776.8,394722.4,53.222,6.7244995,162.6460002
214726.9,394293.5,52.111,6.7172004,162.6451001
214671.6,393794.0,49.808,6.7086994,162.6440996
214621.7,393365.1,50.860,6.7014003,162.6431996
214571.8,392936.1,45.819,6.6940994,162.6422997
214510.6,392436.7,44.523,6.6856008,162.6411996
208364.2,339584.9,35.979,5.7860005,162.5309996
208313.7,339156.1,38.661,5.7787007,162.5300998
208257.7,338656.8,35.542,5.7702004,162.5290996
208207.2,338228.0,35.201,5.7629006,162.5282000
208156.7,337799.2,35.739,5.7556008,162.5273005
208100.7,337299.9,34.375,5.7471004,162.5263006
208050.1,336871.1,35.606,5.7398006,162.5253995
207999.6,336442.3,35.401,5.7325007,162.5245002
207937.7,335937.1,36.051,5.7239004,162.5234002
207893.0,335508.3,35.468,5.7165998,162.5225992
207842.5,335079.5,37.272,5.7092999,162.5217002
207780.5,334580.2,37.170,5.7008000,162.5205993
207730.0,334151.4,37.124,5.6935000,162.5197004
207673.9,333652.1,37.511,5.6849995,162.5186996
207623.3,333223.3,36.425,5.6776995,162.5177992
207572.8,332794.5,35.781,5.6703994,162.5169006
207510.8,332295.2,20.753,5.6618995,162.5158002
207466.1,331866.5,36.940,5.6546005,162.5149999
207415.5,331431.8,35.041,5.6471999,162.5140992
207353.5,330932.5,36.358,5.6386998,162.5129992
207302.9,330503.7,36.434,5.6313997,162.5120993
207246.8,330004.5,36.394,5.6229007,162.5110992
207196.2,329575.7,38.706,5.6156005,162.5101995
207145.6,329146.9,39.585,5.6083003,162.5092998
207083.6,328647.6,40.864,5.5998002,162.5082002
207038.9,328218.8,39.409,5.5924993,162.5074006
206988.2,327790.1,39.256,5.5852008,162.5064995
206926.2,327284.9,39.355,5.5766001,162.5053996
206875.6,326856.1,37.310,5.5692998,162.5045003
206824.9,326427.3,39.117,5.5619995,162.5035995
206768.8,325928.1,38.102,5.5535003,162.5026003
206718.1,325499.3,38.107,5.5461999,162.5016996
206656.0,325000.0,35.345,5.5376996,162.5005991
206611.3,324571.3,35.054,5.5304003,162.4998001
206560.6,324142.5,34.015,5.5230999,162.4988997
206498.5,323643.2,32.086,5.5145995,162.4977994
186228.0,153374.4,60.268,2.6144006,162.1435996
186175.7,152946.0,61.050,2.6071006,162.1426996
186111.8,152441.3,63.356,2.5985005,162.1416008
186059.4,152012.9,63.457,2.5912004,162.1406992
186013.1,151584.5,60.873,2.5839001,162.1399006
185949.1,151085.7,60.390,2.5754005,162.1388006
185896.8,150657.3,60.993,2.5681003,162.1379009
185838.7,150158.5,60.265,2.5596005,162.1369006
185786.4,149724.2,59.529,2.5521997,162.1360008
185734.0,149295.8,62.619,2.5448996,162.1350996
185675.9,148797.0,60.981,2.5363996,162.1340995
185623.6,148368.6,57.276,2.5290995,162.1332001
185571.3,147940.3,57.145,2.5218010,162.1323008
185507.2,147435.6,56.599,2.5132006,162.1311994
185454.9,147007.2,56.153,2.5059004,162.1303003
185408.5,146578.8,56.049,2.4985999,162.1295006
185344.4,146080.0,56.116,2.4901001,162.1283998
185292.0,145651.6,55.069,2.4827998,162.1274991
185233.9,145147.0,54.869,2.4742009,162.1264993
185181.6,144718.6,55.356,2.4669006,162.1256004
156639.8,-87729.2,31.629,-1.4960994,161.6426993
156585.9,-88157.2,30.567,-1.5033994,161.6417993
156526.0,-88655.6,32.181,-1.5119001,161.6407996
156472.1,-89083.6,33.352,-1.5192001,161.6398997
156418.2,-89517.5,34.132,-1.5266008,161.6390000
156352.3,-90015.8,35.498,-1.5350999,161.6378993
156298.4,-90443.8,35.533,-1.5424000,161.6369995
156244.5,-90871.8,37.934,-1.5497000,161.6360997
156184.6,-91376.0,38.336,-1.5582997,161.6351004
156130.7,-91804.0,38.084,-1.5655998,161.6342007
156076.7,-92232.0,39.025,-1.5728999,161.6332994
153971.9,-109116.9,53.073,-1.8609002,161.5981994
153917.9,-109544.9,53.540,-1.8682007,161.5972995
153869.9,-109972.8,52.581,-1.8754993,161.5965008
153803.9,-110477.0,51.471,-1.8840996,161.5954005
153749.9,-110905.0,51.265,-1.8914001,161.5945006
153695.8,-111333.0,51.687,-1.8987006,161.5935992
153635.8,-111837.2,51.706,-1.9073007,161.5926001
153581.8,-112265.1,51.783,-1.9145996,161.5917004
153527.8,-112693.1,53.128,-1.9219001,161.5908007
153467.7,-113197.3,52.268,-1.9305003,161.5898002
153413.7,-113625.3,50.846,-1.9378008,161.5889005
153347.7,-114123.6,50.481,-1.9463006,161.5878004
153293.7,-114551.5,55.437,-1.9535995,161.5869009
153239.6,-114985.4,51.387,-1.9610007,161.5859998
153179.5,-115483.7,52.266,-1.9695003,161.5849993
153125.5,-115911.6,48.188,-1.9767992,161.5840999
153071.5,-116339.6,47.771,-1.9840998,161.5832004
153011.4,-116843.8,49.489,-1.9927001,161.5822002
152957.3,-117271.8,48.661,-2.0000007,161.5812992
152903.3,-117699.7,49.376,-2.0072996,161.5803999
152843.2,-118203.9,46.613,-2.0159000,161.5793998
152789.2,-118631.9,50.351,-2.0232006,161.5785005
152735.1,-119059.8,52.040,-2.0304996,161.5775997
152669.1,-119564.0,49.281,-2.0391001,161.5765002
152615.0,-119992.0,49.592,-2.0464008,161.5755994
152554.9,-120490.3,47.454,-2.0549005,161.5745993
152500.9,-120918.2,46.503,-2.0621995,161.5737002
152446.8,-121352.1,50.724,-2.0696008,161.5727997
152386.7,-121850.4,50.322,-2.0781006,161.5717997
152332.7,-122278.3,53.077,-2.0853996,161.5709008
152278.6,-122712.1,52.217,-2.0927993,161.5700003
152218.5,-123210.5,54.732,-2.1013008,161.5690005
152164.4,-123638.4,54.668,-2.1085999,161.5681000
152110.3,-124066.4,55.328,-2.1159006,161.5671995
