id,line_id,point_id,RMSh,RMSs,pc,pc_pn,pn,Elevation,D_m,D_km,lat,lon,Sub1_Thickness,depth
145,0,145,1.860246658,1.52734375,65.37507629,0.860722601,64.51435089,-2617,71148.36099,71.148,8.402525,155.569755,,
146,0,146,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2617,71740.71075,71.741,8.394712,155.577567,,
147,0,147,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2618,72167.67508,72.168,8.386899,155.577567,,
148,0,148,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2619,72594.64015,72.595,8.379087,155.577567,,
149,0,149,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2619,73186.99338,73.187,8.371274,155.58538,,
150,0,150,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2619,73613.9602,73.614,8.363461,155.58538,,
151,0,151,1.82422471,1.488110781,65.72580719,1.200154901,64.52565765,-2619,74040.92776,74.041,8.355649,155.58538,,
152,0,152,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2618,74633.28445,74.633,8.347836,155.593193,,
153,0,153,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2617,75060.25376,75.06,8.340023,155.593193,,
154,0,154,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2616,75652.61287,75.653,8.332211,155.601005,,
155,0,155,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2616,76079.58394,76.08,8.324398,155.601005,,
156,0,156,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2616,76506.55573,76.507,8.316585,155.601005,,
157,0,157,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2617,77098.91829,77.099,8.308773,155.608818,,
158,0,158,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2616,77525.89182,77.526,8.30096,155.608818,,
159,0,159,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2617,78118.2568,78.118,8.293147,155.616631,,
160,0,160,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2619,78545.23208,78.545,8.285335,155.616631,,
161,0,161,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2621,78972.20809,78.972,8.277522,155.616631,,
162,0,162,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2618,79564.57648,79.565,8.269709,155.624443,,
163,0,163,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2617,79991.55423,79.992,8.261897,155.624443,,
164,0,164,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2614,80583.92503,80.584,8.254084,155.632256,,
165,0,165,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2611,81010.90451,81.011,8.246271,155.632256,,
166,0,166,1.796698093,1.43982625,65.95078278,1.207633853,64.7431488,-2608,81437.88472,81.438,8.238459,155.632256,,
167,0,167,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2605,82030.25893,82.03,8.230646,155.640069,,
168,0,168,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2605,82457.24086,82.457,8.222833,155.640069,,
169,0,169,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2606,82884.22352,82.884,8.215021,155.640069,,
170,0,170,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2614,83476.60112,83.477,8.207208,155.647881,,
171,0,171,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2612,83903.5855,83.904,8.199395,155.647881,,
172,0,172,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2616,84495.9655,84.496,8.191583,155.655694,,
173,0,173,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2614,84922.9516,84.923,8.18377,155.655694,,
174,0,174,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2610,85349.93842,85.35,8.175957,155.655694,,
175,0,175,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2611,85942.3218,85.942,8.168145,155.663507,,
176,0,176,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2601,86369.31033,86.369,8.160332,155.663507,,
177,0,177,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2618,86961.69609,86.962,8.152519,155.671319,,
178,0,178,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2609,87388.68633,87.389,8.144707,155.671319,,
179,0,179,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2608,87815.6773,87.816,8.136894,155.671319,,
180,0,180,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2630,88408.06642,88.408,8.129081,155.679132,,
181,0,181,1.741384864,1.238195658,66.52639008,1.010997891,65.51539612,-2635,88835.05909,88.835,8.121269,155.679132,,
182,0,182,1.685318828,1.127305031,67.03595734,0.937677741,66.09828186,-2645,89262.05247,89.262,8.113456,155.679132,,
183,0,183,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2661,89854.44495,89.854,8.105643,155.686945,,
184,0,184,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2661,90281.44003,90.281,8.097831,155.686945,,
185,0,185,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2658,90873.83487,90.874,8.090018,155.694757,,
186,0,186,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2658,91300.83166,91.301,8.082205,155.694757,,
187,0,187,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2651,91727.82915,91.728,8.074393,155.694757,,
188,0,188,1.69040966,1.109342813,66.95729828,0.786192119,66.17110443,-2628,92320.22733,92.32,8.06658,155.70257,,
