id,point_id,Elevation,dist_m,dist_km,Sub_1_Thic,Depth,RMSh
1944,1944,-2870,972620.0637,972.6200637,,,1.956542373
1945,1945,-2870,973080.4275,973.0804275,,,1.956542373
1946,1946,-2870,973540.7909,973.5407909,,,1.956542373
1947,1947,-2870,974001.154,974.001154,,,1.956542373
1948,1948,-2871,974461.5168,974.4615168,,,1.956542373
1949,1949,-2871,974921.8792,974.9218792,,,1.956542373
1950,1950,-2872,975382.2412,975.3822412,,,1.956542373
1951,1951,-2872,975842.603,975.842603,,,1.956542373
1952,1952,-2872,976302.9643,976.3029643,,,1.939890742
1953,1953,-2871,976763.3254,976.7633254,,,1.939890742
1954,1954,-2871,977223.6861,977.2236861,,,1.939890742
1955,1955,-2871,977684.0465,977.6840465,,,1.939890742
1956,1956,-2871,978172.5036,978.1725036,,,1.939890742
1957,1957,-2871,978632.8632,978.6328632,,,1.939890742
1958,1958,-2871,979093.2225,979.0932225,,,1.939890742
1959,1959,-2871,979553.5815,979.5535815,,,1.939890742
1960,1960,-2871,980013.9401,980.0139401,,,1.939890742
1961,1961,-2871,980474.2984,980.4742984,,,1.939890742
1962,1962,-2872,980934.6564,980.9346564,,,1.939890742
1963,1963,-2873,981395.014,981.395014,104.637,-2977.637,1.939890742
1964,1964,-2873,981855.3712,981.8553712,104.637,-2977.637,1.997564554
1965,1965,-2873,982315.7282,982.3157282,104.637,-2977.637,1.997564554
1966,1966,-2873,982776.0848,982.7760848,104.637,-2977.637,1.997564554
1967,1967,-2873,983236.441,983.236441,104.637,-2977.637,1.997564554
1968,1968,-2874,983696.7969,983.6967969,104.637,-2978.637,1.997564554
1969,1969,-2874,984157.1524,984.1571524,104.637,-2978.637,1.997564554
1970,1970,-2874,984617.5077,984.6175077,104.539,-2978.539,1.997564554
1971,1971,-2874,985105.9593,985.1059593,87.146,-2961.146,1.997564554
1972,1972,-2874,985566.3138,985.5663138,101.096,-2975.096,1.997564554
1973,1973,-2874,986026.668,986.026668,101.096,-2975.096,1.997564554
1974,1974,-2875,986487.0218,986.4870218,101.096,-2976.096,1.997564554
1975,1975,-2875,986947.3753,986.9473753,107.782,-2982.782,1.997564554
1976,1976,-2874,987407.7284,987.4077284,107.782,-2981.782,1.997564554
1977,1977,-2874,987868.0812,987.8680812,107.782,-2981.782,2.12351656
1978,1978,-2874,988328.4337,988.3284337,115.675,-2989.675,2.12351656
1979,1979,-2873,988788.7858,988.7887858,115.675,-2988.675,2.12351656
1980,1980,-2873,989249.1375,989.2491375,115.675,-2988.675,2.12351656
1981,1981,-2872,989709.489,989.709489,115.675,-2987.675,2.12351656
1982,1982,-2872,990169.8401,990.1698401,115.675,-2987.675,2.12351656
1983,1983,-2873,990630.1908,990.6301908,115.675,-2988.675,2.12351656
1984,1984,-2874,991090.5412,991.0905412,115.675,-2989.675,2.12351656
1985,1985,-2875,991550.8913,991.5508913,115.675,-2990.675,2.12351656
1986,1986,-2876,992011.241,992.011241,,,2.12351656
1987,1987,-2877,992499.6868,992.4996868,,,2.12351656
1988,1988,-2878,992960.0358,992.9600358,,,2.12351656
1989,1989,-2879,993420.3844,993.4203844,,,2.12351656
1990,1990,-2879,993880.7328,993.8807328,,,2.115864277
1991,1991,-2878,994341.0807,994.3410807,,,2.115864277
1992,1992,-2878,994801.4284,994.8014284,,,2.115864277
1993,1993,-2877,995261.7756,995.2617756,,,2.115864277
1994,1994,-2876,995722.1226,995.7221226,,,2.115864277
1995,1995,-2875,996182.4692,996.1824692,,,2.115864277
1996,1996,-2875,996642.8155,996.6428155,,,2.115864277
1997,1997,-2874,997103.1614,997.1031614,,,2.115864277
1998,1998,-2873,997563.5069,997.5635069,,,2.115864277
1999,1999,-2873,998023.8522,998.0238522,97.638,-2970.638,2.115864277
2000,2000,-2872,998484.1971,998.4841971,97.638,-2969.638,2.115864277
2001,2001,-2872,998944.5416,998.9445416,97.638,-2969.638,2.115864277
2002,2002,-2872,999404.8858,999.4048858,97.638,-2969.638,2.115864277
2003,2003,-2870,999893.3257,999.8933257,97.638,-2967.638,1.836812973
2004,2004,-2870,1000353.669,1000.353669,97.638,-2967.638,1.836812973
2005,2005,-2870,1000814.012,1000.814012,97.638,-2967.638,1.836812973
2006,2006,-2868,1001274.355,1001.274355,97.638,-2965.638,1.836812973
2007,2007,-2866,1001734.698,1001.734698,97.638,-2963.638,1.836812973
2008,2008,-2865,1002195.04,1002.19504,97.638,-2962.638,1.836812973
2009,2009,-2864,1002655.382,1002.655382,,,1.836812973
2010,2010,-2863,1003115.723,1003.115723,,,1.836812973
2011,2011,-2862,1003576.064,1003.576064,,,1.836812973
2012,2012,-2861,1004036.405,1004.036405,28.798,-2889.798,1.836812973
2013,2013,-2859,1004496.745,1004.496745,28.798,-2887.798,1.836812973
2014,2014,-2859,1004957.085,1004.957085,29.704,-2888.704,1.836812973
2015,2015,-2859,1005417.425,1005.417425,29.704,-2888.704,1.836812973
2016,2016,-2858,1005877.764,1005.877764,29.704,-2887.704,1.810126662
2017,2017,-2857,1006338.103,1006.338103,29.704,-2886.704,1.810126662
2018,2018,-2855,1006798.442,1006.798442,29.704,-2884.704,1.810126662
2019,2019,-2854,1007286.876,1007.286876,30.516,-2884.516,1.810126662
2020,2020,-2853,1007747.214,1007.747214,30.516,-2883.516,1.810126662
2021,2021,-2853,1008207.552,1008.207552,30.516,-2883.516,1.810126662
2022,2022,-2853,1008667.889,1008.667889,30.772,-2883.772,1.810126662
2023,2023,-2853,1009128.226,1009.128226,29.673,-2882.673,1.810126662
2024,2024,-2853,1009588.562,1009.588562,29.673,-2882.673,1.810126662
2025,2025,-2853,1010048.899,1010.048899,29.673,-2882.673,1.810126662
2026,2026,-2854,1010509.235,1010.509235,29.673,-2883.673,1.810126662
2027,2027,-2853,1010969.57,1010.96957,29.673,-2882.673,1.810126662
2028,2028,-2854,1011429.905,1011.429905,41.629,-2895.629,1.679994583
2029,2029,-2854,1011890.24,1011.89024,41.629,-2895.629,1.679994583
2030,2030,-2854,1012350.575,1012.350575,41.629,-2895.629,1.679994583
2031,2031,-2854,1012810.909,1012.810909,41.629,-2895.629,1.679994583
2032,2032,-2854,1013271.243,1013.271243,41.629,-2895.629,1.679994583
2033,2033,-2854,1013731.576,1013.731576,41.629,-2895.629,1.679994583
2034,2034,-2854,1014191.909,1014.191909,42.271,-2896.271,1.679994583
2035,2035,-2854,1014680.337,1014.680337,38.614,-2892.614,1.679994583
2036,2036,-2853,1015140.67,1015.14067,38.614,-2891.614,1.679994583
2037,2037,-2853,1015601.002,1015.601002,38.614,-2891.614,1.679994583
2038,2038,-2852,1016061.334,1016.061334,,,1.679994583
2039,2039,-2852,1016521.665,1016.521665,,,1.679994583
2040,2040,-2852,1016981.996,1016.981996,,,1.679994583
2041,2041,-2852,1017442.327,1017.442327,,,2.100476027
2042,2042,-2852,1017902.657,1017.902657,,,2.100476027
2043,2043,-2851,1018362.987,1018.362987,,,2.100476027
2044,2044,-2851,1018823.317,1018.823317,,,2.100476027
2045,2045,-2852,1019283.646,1019.283646,,,2.100476027
2046,2046,-2853,1019743.975,1019.743975,,,2.100476027
2047,2047,-2854,1020204.304,1020.204304,,,2.100476027
2048,2048,-2853,1020664.632,1020.664632,,,2.100476027
2049,2049,-2853,1021124.96,1021.12496,,,2.100476027
2050,2050,-2853,1021585.287,1021.585287,,,2.100476027
2051,2051,-2850,1022073.71,1022.07371,,,1.989427805
2052,2052,-2849,1022534.037,1022.534037,,,1.989427805
2053,2053,-2851,1022994.363,1022.994363,,,1.989427805
2054,2054,-2853,1023454.689,1023.454689,,,2.005668402
2055,2055,-2852,1023915.015,1023.915015,,,2.005668402
2056,2056,-2852,1024375.341,1024.375341,,,2.005668402
2057,2057,-2852,1024835.666,1024.835666,,,2.005668402
2058,2058,-2852,1025295.991,1025.295991,,,2.005668402
2059,2059,-2852,1025295.991,1025.295991,,,2.005668402
