id,line_id,point_id,RMSh,RMSs,pc,pc_pn,pn,Elevation,Distance_m,D_km,lat,lon,Sub 1 Thickness,n,distance,feature_x,feature_y,nearest_x,nearest_y
"0","0","0",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2527",0.000000000000000,0.000,10.168188,156.960410,,,,,,,
"1","0","1",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2528",519.739573425496701,0.520,10.160375,156.952597,,,,,,,
"2","0","2",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2527",1164.873087599420160,1.165,10.152562,156.944784,,,,,,,
"3","0","3",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2530",1810.014470319117208,1.810,10.144750,156.936972,,,,,,,
"4","0","4",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2531",2455.163717607652870,2.455,10.136937,156.929159,,,,,,,
"5","0","5",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2533",3100.320823763987391,3.100,10.129124,156.921346,,,,,,,
"6","0","6",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2535",3439.880349887636839,3.440,10.129124,156.913533,,,,,,,
"7","0","7",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2536",4085.049438876314525,4.085,10.121312,156.905721,,,,,,,
"8","0","8",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2536",4730.226371985770129,4.730,10.113499,156.897908,,,,,,,
"9","0","9",1.570236086845398,0.668914973735809,68.246765136718750,-1.370078802108765,69.616836547851562,"-2536",5375.411142967157502,5.375,10.105686,156.890095,,,,,,,
"10","0","10",1.543953061103821,0.592150807380676,68.526298522949219,-1.547439813613892,70.073738098144531,"-2536",6020.603746294930716,6.021,10.097874,156.882283,,,,,,,
"11","0","11",1.543953061103821,0.592150807380676,68.526298522949219,-1.547439813613892,70.073738098144531,"-2536",6665.804175669049982,6.666,10.090061,156.874470,,,,,,,
"12","0","12",1.543953061103821,0.592150807380676,68.526298522949219,-1.547439813613892,70.073738098144531,"-2534",7311.012425927205186,7.311,10.082248,156.866657,,,,,,,
"13","0","13",1.543953061103821,0.592150807380676,68.526298522949219,-1.547439813613892,70.073738098144531,"-2533",7956.228490820313709,7.956,10.074436,156.858845,,,,,,,
"14","0","14",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2533",8601.452364755017697,8.601,10.066623,156.851032,,,,,,,
"15","0","15",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2534",9246.684041875447292,9.247,10.058810,156.843219,,,,,,,
"16","0","16",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2533",9586.282793587219203,9.586,10.058810,156.835407,,,,,,,
"17","0","17",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2534",10231.526369704477474,10.232,10.050998,156.827594,,,,,,,
"18","0","18",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2536",10876.777734230976421,10.877,10.043185,156.819781,,,,,,,
"19","0","19",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2537",11522.036881566358716,11.522,10.035372,156.811969,,,,,,,
"20","0","20",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2537",12167.303805808242032,12.167,10.027560,156.804156,,,,,,,
"21","0","21",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2541",12812.578501226680601,12.813,10.019747,156.796343,,,,,,,
"22","0","22",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2542",13457.860961938651599,13.458,10.011934,156.788531,,,,,,,
"23","0","23",1.535406231880188,0.620742976665497,68.632957458496094,-1.222330927848816,69.855285644531250,"-2544",14103.151182214585788,14.103,10.004122,156.780718,,,,,,,
